,number,assignment_group,assigned_to
69165,INC0016295,25,227
69166,INC0016295,25,227
69167,INC0016295,25,227
69168,INC0016295,25,227
69169,INC0016295,25,227
69170,INC0016296,70,1
69171,INC0016296,70,218
69172,INC0016296,70,218
69173,INC0016296,70,218
69174,INC0016297,70,1
69175,INC0016297,70,6
69176,INC0016297,70,6
69177,INC0016298,20,6
69178,INC0016298,70,6
69179,INC0016298,70,6
69180,INC0016298,70,6
69181,INC0016299,70,1
69182,INC0016299,70,191
69183,INC0016299,70,191
69184,INC0016301,70,33
69185,INC0016301,70,33
69186,INC0016302,64,94
69187,INC0016302,64,94
69188,INC0016302,64,94
69189,INC0016303,64,94
69190,INC0016303,64,94
69191,INC0016303,64,94
69192,INC0016304,64,94
69193,INC0016304,64,94
69194,INC0016304,64,94
69195,INC0016305,70,33
69196,INC0016305,70,33
69197,INC0016306,66,175
69198,INC0016306,66,175
69199,INC0016306,66,175
69200,INC0016306,66,175
69201,INC0016306,66,175
69202,INC0016307,24,249
69203,INC0016307,24,249
69204,INC0016307,24,249
69205,INC0016307,24,249
69206,INC0016307,24,249
69207,INC0016308,70,229
69208,INC0016308,69,229
69209,INC0016308,69,229
69210,INC0016308,69,229
69211,INC0016308,69,229
69212,INC0016308,69,229
69213,INC0016308,69,229
69214,INC0016308,70,229
69215,INC0016308,20,229
69216,INC0016308,20,229
69217,INC0016308,20,229
69218,INC0016308,20,229
69219,INC0016308,20,229
69220,INC0016308,20,229
69221,INC0016309,70,13
69222,INC0016309,70,13
69223,INC0016309,70,13
69224,INC0016310,73,1
69225,INC0016310,73,168
69226,INC0016310,73,168
69227,INC0016311,25,83
69228,INC0016311,46,83
69229,INC0016311,46,83
69230,INC0016311,46,83
69231,INC0016311,46,83
69232,INC0016313,74,1
69233,INC0016313,73,168
69234,INC0016313,73,196
69235,INC0016313,73,196
69236,INC0016313,73,196
69237,INC0016313,73,196
69238,INC0016313,73,196
69239,INC0016314,9,119
69240,INC0016314,9,119
69241,INC0016314,9,119
69242,INC0016316,70,1
69243,INC0016316,70,73
69244,INC0016316,70,73
69245,INC0016316,70,73
69246,INC0016317,70,194
69247,INC0016317,70,194
69248,INC0016317,39,194
69249,INC0016317,70,194
69250,INC0016317,39,194
69251,INC0016317,39,194
69252,INC0016317,39,194
69253,INC0016317,39,194
69254,INC0016318,24,120
69255,INC0016318,24,120
69256,INC0016318,49,120
69257,INC0016318,49,120
69258,INC0016318,49,120
69259,INC0016318,49,120
69260,INC0016319,70,33
69261,INC0016319,70,33
69262,INC0016320,70,73
69263,INC0016320,70,73
69264,INC0016320,70,73
69265,INC0016322,70,17
69266,INC0016322,1,17
69267,INC0016322,1,17
69268,INC0016322,1,17
69269,INC0016323,24,1
69270,INC0016323,24,1
69271,INC0016323,70,13
69272,INC0016323,70,13
69273,INC0016324,70,1
69274,INC0016324,70,13
69275,INC0016324,70,13
69276,INC0016326,46,125
69277,INC0016326,70,125
69278,INC0016326,25,125
69279,INC0016326,25,125
69280,INC0016327,10,1
69281,INC0016327,75,1
69282,INC0016327,75,230
69283,INC0016327,75,230
69284,INC0016327,75,230
69285,INC0016327,75,230
69286,INC0016328,53,1
69287,INC0016328,53,1
69288,INC0016328,54,1
69289,INC0016328,54,1
69290,INC0016328,70,23
69291,INC0016328,1,23
69292,INC0016328,69,1
69293,INC0016328,69,1
69294,INC0016328,20,1
69295,INC0016328,70,1
69296,INC0016328,70,1
69297,INC0016328,70,1
69298,INC0016328,70,1
69299,INC0016328,70,1
69300,INC0016328,70,1
69301,INC0016328,70,1
69302,INC0016328,70,17
69303,INC0016328,70,17
69304,INC0016329,27,34
69305,INC0016329,27,34
69306,INC0016329,27,34
69307,INC0016329,27,34
69308,INC0016329,27,34
69309,INC0016329,27,34
69310,INC0016329,27,34
69311,INC0016329,27,34
69312,INC0016330,70,17
69313,INC0016330,1,17
69314,INC0016330,1,17
69315,INC0016330,1,17
69316,INC0016331,70,17
69317,INC0016331,70,17
69318,INC0016331,70,17
69319,INC0016332,66,1
69320,INC0016332,70,1
69321,INC0016332,66,1
69322,INC0016332,66,175
69323,INC0016332,66,175
69324,INC0016333,70,33
69325,INC0016333,70,33
69326,INC0016334,39,194
69327,INC0016334,70,194
69328,INC0016334,39,194
69329,INC0016334,39,194
69330,INC0016334,39,194
69331,INC0016335,70,73
69332,INC0016335,70,73
69333,INC0016335,70,73
69334,INC0016336,70,13
69335,INC0016336,1,13
69336,INC0016336,1,13
69337,INC0016336,1,13
69338,INC0016338,6,153
69339,INC0016338,10,153
69340,INC0016338,37,153
69341,INC0016338,37,153
69342,INC0016338,37,153
69343,INC0016338,37,153
69344,INC0016340,27,34
69345,INC0016340,27,34
69346,INC0016340,27,34
69347,INC0016340,27,34
69348,INC0016340,27,34
69349,INC0016340,27,34
69350,INC0016342,24,1
69351,INC0016342,73,1
69352,INC0016342,73,198
69353,INC0016342,73,168
69354,INC0016342,73,168
69355,INC0016342,73,168
69356,INC0016344,70,1
69357,INC0016344,70,13
69358,INC0016344,70,13
69359,INC0016346,70,17
69360,INC0016346,1,17
69361,INC0016346,1,17
69362,INC0016348,24,249
69363,INC0016348,24,249
69364,INC0016348,24,249
69365,INC0016349,70,17
69366,INC0016349,1,17
69367,INC0016349,1,17
69368,INC0016350,70,73
69369,INC0016350,70,73
69370,INC0016350,70,73
69371,INC0016350,70,73
69372,INC0016350,70,73
69373,INC0016351,70,33
69374,INC0016351,70,33
69375,INC0016352,20,17
69376,INC0016352,20,17
69377,INC0016352,1,17
69378,INC0016352,1,17
69379,INC0016352,1,17
69380,INC0016353,27,34
69381,INC0016353,27,34
69382,INC0016353,27,34
69383,INC0016353,27,34
69384,INC0016353,27,34
69385,INC0016353,27,34
69386,INC0016354,65,1
69387,INC0016354,65,1
69388,INC0016354,65,180
69389,INC0016354,65,7
69390,INC0016354,65,7
69391,INC0016354,65,7
69392,INC0016354,65,7
69393,INC0016356,70,17
69394,INC0016356,70,17
69395,INC0016356,1,17
69396,INC0016356,1,17
69397,INC0016356,1,17
69398,INC0016358,70,164
69399,INC0016358,62,164
69400,INC0016358,62,164
69401,INC0016358,62,164
69402,INC0016358,62,164
69403,INC0016358,62,164
69404,INC0016358,62,164
69405,INC0016360,70,73
69406,INC0016360,70,73
69407,INC0016360,70,73
69408,INC0016361,70,17
69409,INC0016361,70,17
69410,INC0016361,1,17
69411,INC0016361,1,17
69412,INC0016361,1,17
69413,INC0016361,1,17
69414,INC0016361,1,17
69415,INC0016361,1,17
69416,INC0016362,70,13
69417,INC0016362,70,13
69418,INC0016362,70,13
69419,INC0016362,70,13
69420,INC0016363,20,126
69421,INC0016363,20,126
69422,INC0016363,70,126
69423,INC0016363,70,126
69424,INC0016363,1,126
69425,INC0016363,1,126
69426,INC0016363,1,126
69427,INC0016364,70,13
69428,INC0016364,70,13
69429,INC0016364,70,13
69430,INC0016368,70,83
69431,INC0016368,46,83
69432,INC0016368,46,83
69433,INC0016368,46,83
69434,INC0016369,73,1
69435,INC0016369,73,196
69436,INC0016369,73,196
69437,INC0016369,73,196
69438,INC0016369,73,196
69439,INC0016369,73,196
69440,INC0016370,70,13
69441,INC0016370,70,13
69442,INC0016370,70,13
69443,INC0016371,34,159
69444,INC0016371,34,159
69445,INC0016371,34,159
69446,INC0016372,70,17
69447,INC0016372,70,17
69448,INC0016372,70,17
69449,INC0016372,39,17
69450,INC0016372,70,17
69451,INC0016372,70,17
69452,INC0016372,70,17
69453,INC0016372,1,17
69454,INC0016372,1,17
69455,INC0016373,70,201
69456,INC0016373,30,201
69457,INC0016373,30,201
69458,INC0016373,30,201
69459,INC0016373,30,184
69460,INC0016373,30,201
69461,INC0016373,30,201
69462,INC0016375,70,133
69463,INC0016375,57,133
69464,INC0016375,57,133
69465,INC0016375,6,133
69466,INC0016375,22,133
69467,INC0016375,22,133
69468,INC0016375,22,133
69469,INC0016375,22,133
69470,INC0016376,70,17
69471,INC0016376,70,17
69472,INC0016376,70,17
69473,INC0016377,57,155
69474,INC0016377,57,155
69475,INC0016377,57,155
69476,INC0016377,57,155
69477,INC0016378,70,149
69478,INC0016378,70,149
69479,INC0016378,70,149
69480,INC0016379,65,197
69481,INC0016379,65,197
69482,INC0016379,65,180
69483,INC0016379,65,180
69484,INC0016379,65,180
69485,INC0016380,70,17
69486,INC0016380,1,17
69487,INC0016380,1,126
69488,INC0016380,1,126
69489,INC0016381,10,200
69490,INC0016381,10,200
69491,INC0016381,10,200
69492,INC0016381,10,200
69493,INC0016383,9,242
69494,INC0016383,9,242
69495,INC0016383,26,242
69496,INC0016383,26,242
69497,INC0016383,26,242
69498,INC0016383,26,242
69499,INC0016383,26,242
69500,INC0016385,19,65
69501,INC0016385,19,65
69502,INC0016385,19,65
69503,INC0016385,70,65
69504,INC0016385,70,65
69505,INC0016385,19,65
69506,INC0016385,19,65
69507,INC0016385,19,65
69508,INC0016385,19,65
69509,INC0016387,6,237
69510,INC0016387,6,237
69511,INC0016387,6,237
69512,INC0016388,70,194
69513,INC0016388,70,194
69514,INC0016388,39,194
69515,INC0016388,39,194
69516,INC0016388,39,194
69517,INC0016389,54,229
69518,INC0016389,54,46
69519,INC0016389,20,1
69520,INC0016389,70,1
69521,INC0016389,70,1
69522,INC0016389,20,1
69523,INC0016389,20,229
69524,INC0016389,20,229
69525,INC0016389,20,229
69526,INC0016389,20,229
69527,INC0016390,55,1
69528,INC0016390,55,214
69529,INC0016390,55,214
69530,INC0016390,66,1
69531,INC0016390,66,175
69532,INC0016390,66,175
69533,INC0016391,70,13
69534,INC0016391,70,13
69535,INC0016391,70,13
69536,INC0016392,20,1
69537,INC0016392,20,1
69538,INC0016392,70,13
69539,INC0016392,70,13
69540,INC0016394,6,237
69541,INC0016394,6,237
69542,INC0016394,6,237
69543,INC0016394,6,237
69544,INC0016394,6,237
69545,INC0016395,22,133
69546,INC0016395,22,133
69547,INC0016395,22,133
69548,INC0016397,70,1
69549,INC0016397,70,13
69550,INC0016397,70,13
69551,INC0016398,24,1
69552,INC0016398,28,1
69553,INC0016398,54,1
69554,INC0016398,54,1
69555,INC0016398,70,1
69556,INC0016398,70,17
69557,INC0016398,70,17
69558,INC0016399,70,13
69559,INC0016399,70,13
69560,INC0016399,70,13
69561,INC0016400,55,134
69562,INC0016400,55,134
69563,INC0016400,55,134
69564,INC0016401,20,44
69565,INC0016401,20,44
69566,INC0016401,20,93
69567,INC0016401,70,1
69568,INC0016401,20,1
69569,INC0016401,20,93
69570,INC0016401,70,1
69571,INC0016401,20,1
69572,INC0016401,20,93
69573,INC0016401,27,44
69574,INC0016401,27,44
69575,INC0016401,27,44
69576,INC0016401,27,44
69577,INC0016401,27,44
69578,INC0016401,27,44
69579,INC0016401,27,44
69580,INC0016401,27,44
69581,INC0016402,64,94
69582,INC0016402,64,94
69583,INC0016402,64,94
69584,INC0016403,70,1
69585,INC0016403,70,28
69586,INC0016403,70,28
69587,INC0016404,24,132
69588,INC0016404,24,132
69589,INC0016404,24,132
69590,INC0016405,3,100
69591,INC0016405,3,100
69592,INC0016405,3,100
69593,INC0016405,3,100
69594,INC0016406,73,1
69595,INC0016406,73,168
69596,INC0016406,73,168
69597,INC0016406,73,168
69598,INC0016407,5,176
69599,INC0016407,5,176
69600,INC0016407,5,176
69601,INC0016407,5,176
69602,INC0016407,5,176
69603,INC0016407,5,176
69604,INC0016407,5,176
69605,INC0016408,70,1
69606,INC0016408,70,33
69607,INC0016408,70,33
69608,INC0016408,70,33
69609,INC0016408,70,33
69610,INC0016409,70,1
69611,INC0016409,70,13
69612,INC0016409,70,13
69613,INC0016410,37,153
69614,INC0016410,37,153
69615,INC0016410,37,153
69616,INC0016410,37,153
69617,INC0016410,37,153
69618,INC0016411,10,194
69619,INC0016411,39,194
69620,INC0016411,39,194
69621,INC0016411,39,194
69622,INC0016412,24,120
69623,INC0016412,49,120
69624,INC0016412,49,120
69625,INC0016412,49,120
69626,INC0016414,70,194
69627,INC0016414,39,194
69628,INC0016414,39,194
69629,INC0016414,39,194
69630,INC0016415,70,249
69631,INC0016415,24,249
69632,INC0016415,24,249
69633,INC0016415,24,249
69634,INC0016415,24,249
69635,INC0016415,24,249
69636,INC0016416,24,24
69637,INC0016416,24,24
69638,INC0016416,24,24
69639,INC0016416,24,24
69640,INC0016417,25,57
69641,INC0016417,25,57
69642,INC0016417,25,57
69643,INC0016417,25,57
69644,INC0016417,25,57
69645,INC0016417,25,57
69646,INC0016417,25,57
69647,INC0016418,70,17
69648,INC0016418,70,17
69649,INC0016418,70,17
69650,INC0016418,70,17
69651,INC0016418,1,17
69652,INC0016418,1,17
69653,INC0016419,70,1
69654,INC0016419,70,73
69655,INC0016419,70,73
69656,INC0016420,9,253
69657,INC0016420,9,253
69658,INC0016420,24,253
69659,INC0016420,24,253
69660,INC0016420,24,253
69661,INC0016420,24,253
69662,INC0016420,24,253
69663,INC0016420,24,253
69664,INC0016420,24,253
69665,INC0016420,24,253
69666,INC0016420,24,253
69667,INC0016420,24,253
69668,INC0016420,24,253
69669,INC0016420,24,253
69670,INC0016420,24,253
69671,INC0016421,64,94
69672,INC0016421,64,94
69673,INC0016421,64,94
69674,INC0016422,70,17
69675,INC0016422,20,17
69676,INC0016422,20,17
69677,INC0016422,20,17
69678,INC0016422,70,17
69679,INC0016422,1,17
69680,INC0016422,1,17
69681,INC0016422,1,17
69682,INC0016422,20,17
69683,INC0016422,1,17
69684,INC0016422,1,17
69685,INC0016423,29,31
69686,INC0016423,29,31
69687,INC0016423,29,31
69688,INC0016423,29,31
69689,INC0016423,29,31
69690,INC0016424,24,24
69691,INC0016424,24,24
69692,INC0016424,24,24
69693,INC0016424,24,24
69694,INC0016425,64,94
69695,INC0016425,64,94
69696,INC0016425,64,94
69697,INC0016426,70,94
69698,INC0016426,1,94
69699,INC0016426,1,94
69700,INC0016426,1,94
69701,INC0016427,70,13
69702,INC0016427,70,13
69703,INC0016427,70,13
69704,INC0016427,70,13
69705,INC0016429,70,1
69706,INC0016429,70,13
69707,INC0016429,70,13
69708,INC0016430,1,33
69709,INC0016430,1,33
69710,INC0016430,1,33
69711,INC0016430,1,33
69712,INC0016431,70,13
69713,INC0016431,70,13
69714,INC0016431,70,13
69715,INC0016431,70,13
69716,INC0016432,70,73
69717,INC0016432,70,73
69718,INC0016433,20,151
69719,INC0016433,27,151
69720,INC0016433,27,151
69721,INC0016433,60,151
69722,INC0016433,60,151
69723,INC0016433,60,151
69724,INC0016433,60,151
69725,INC0016435,20,1
69726,INC0016435,72,1
69727,INC0016435,20,1
69728,INC0016435,20,1
69729,INC0016435,70,1
69730,INC0016435,70,1
69731,INC0016435,70,1
69732,INC0016435,70,17
69733,INC0016435,70,17
69734,INC0016436,70,13
69735,INC0016436,70,13
69736,INC0016436,70,13
69737,INC0016437,70,194
69738,INC0016437,39,194
69739,INC0016437,39,194
69740,INC0016437,39,194
69741,INC0016439,24,24
69742,INC0016439,24,24
69743,INC0016439,24,24
69744,INC0016440,70,1
69745,INC0016440,69,1
69746,INC0016440,69,1
69747,INC0016440,70,1
69748,INC0016440,20,1
69749,INC0016440,20,1
69750,INC0016440,70,1
69751,INC0016440,70,1
69752,INC0016440,70,13
69753,INC0016440,70,13
69754,INC0016441,23,215
69755,INC0016441,23,215
69756,INC0016441,23,215
69757,INC0016441,23,215
69758,INC0016441,23,215
69759,INC0016442,20,201
69760,INC0016442,20,224
69761,INC0016442,20,224
69762,INC0016442,30,1
69763,INC0016442,30,201
69764,INC0016442,30,201
69765,INC0016442,30,201
69766,INC0016442,30,201
69767,INC0016443,22,234
69768,INC0016443,57,234
69769,INC0016443,57,234
69770,INC0016443,57,234
69771,INC0016443,57,234
69772,INC0016445,5,194
69773,INC0016445,39,194
69774,INC0016445,39,194
69775,INC0016445,39,194
69776,INC0016446,70,140
69777,INC0016446,25,140
69778,INC0016446,25,140
69779,INC0016446,25,140
69780,INC0016446,25,140
69781,INC0016446,25,140
69782,INC0016446,25,140
69783,INC0016446,25,140
69784,INC0016447,70,73
69785,INC0016447,70,73
69786,INC0016447,70,73
69787,INC0016447,70,73
69788,INC0016448,64,94
69789,INC0016448,64,94
69790,INC0016448,64,94
69791,INC0016449,70,1
69792,INC0016449,72,1
69793,INC0016449,72,1
69794,INC0016449,72,1
69795,INC0016449,72,1
69796,INC0016449,72,1
69797,INC0016449,72,1
69798,INC0016449,72,1
69799,INC0016449,72,1
69800,INC0016449,72,1
69801,INC0016449,72,1
69802,INC0016449,72,1
69803,INC0016449,72,141
69804,INC0016449,72,141
69805,INC0016449,72,141
69806,INC0016450,47,117
69807,INC0016450,47,117
69808,INC0016450,47,117
69809,INC0016450,47,117
69810,INC0016450,47,117
69811,INC0016450,47,117
69812,INC0016450,47,117
69813,INC0016451,27,111
69814,INC0016451,27,111
69815,INC0016451,27,111
69816,INC0016451,27,111
69817,INC0016451,27,111
69818,INC0016451,27,111
69819,INC0016451,27,111
69820,INC0016451,27,111
69821,INC0016451,27,111
69822,INC0016452,20,164
69823,INC0016452,24,164
69824,INC0016452,62,164
69825,INC0016452,62,164
69826,INC0016452,62,164
69827,INC0016452,62,164
69828,INC0016452,62,164
69829,INC0016452,62,164
69830,INC0016454,1,33
69831,INC0016454,1,33
69832,INC0016454,1,33
69833,INC0016454,1,33
69834,INC0016455,39,99
69835,INC0016455,39,194
69836,INC0016455,39,194
69837,INC0016456,70,23
69838,INC0016456,70,23
69839,INC0016457,20,1
69840,INC0016457,20,1
69841,INC0016457,20,1
69842,INC0016457,70,1
69843,INC0016457,70,1
69844,INC0016457,70,23
69845,INC0016457,70,23
69846,INC0016458,70,13
69847,INC0016458,70,13
69848,INC0016458,70,13
69849,INC0016458,70,13
69850,INC0016459,34,159
69851,INC0016459,34,159
69852,INC0016459,34,159
69853,INC0016459,34,159
69854,INC0016459,34,159
69855,INC0016460,25,140
69856,INC0016460,25,140
69857,INC0016460,25,140
69858,INC0016460,25,140
69859,INC0016460,25,140
69860,INC0016461,70,1
69861,INC0016461,20,1
69862,INC0016461,20,1
69863,INC0016461,70,1
69864,INC0016461,70,13
69865,INC0016461,70,13
69866,INC0016462,70,69
69867,INC0016462,1,69
69868,INC0016462,23,69
69869,INC0016462,23,69
69870,INC0016463,70,125
69871,INC0016463,25,125
69872,INC0016463,25,125
69873,INC0016463,25,125
69874,INC0016464,70,17
69875,INC0016464,70,17
69876,INC0016464,70,17
69877,INC0016464,70,17
69878,INC0016464,70,17
69879,INC0016464,70,17
69880,INC0016464,70,17
69881,INC0016464,1,17
69882,INC0016464,1,17
69883,INC0016465,1,33
69884,INC0016465,1,33
69885,INC0016465,1,33
69886,INC0016465,1,33
69887,INC0016468,70,13
69888,INC0016468,39,1
69889,INC0016468,70,1
69890,INC0016468,1,1
69891,INC0016468,1,17
69892,INC0016468,1,17
69893,INC0016468,1,17
69894,INC0016469,9,201
69895,INC0016469,9,201
69896,INC0016469,9,201
69897,INC0016469,9,201
69898,INC0016469,9,201
69899,INC0016469,9,1
69900,INC0016469,30,1
69901,INC0016469,30,201
69902,INC0016469,30,201
69903,INC0016469,30,201
69904,INC0016470,70,44
69905,INC0016470,27,44
69906,INC0016470,27,44
69907,INC0016470,27,44
69908,INC0016470,27,44
69909,INC0016472,10,176
69910,INC0016472,6,176
69911,INC0016472,6,176
69912,INC0016472,6,176
69913,INC0016472,6,176
69914,INC0016472,6,176
69915,INC0016473,73,1
69916,INC0016473,73,198
69917,INC0016473,73,198
69918,INC0016473,73,198
69919,INC0016473,73,198
69920,INC0016473,73,198
69921,INC0016473,73,198
69922,INC0016475,70,183
69923,INC0016475,39,183
69924,INC0016475,39,183
69925,INC0016475,39,183
69926,INC0016475,39,183
69927,INC0016475,39,183
69928,INC0016476,70,194
69929,INC0016476,70,194
69930,INC0016476,39,194
69931,INC0016476,39,194
69932,INC0016476,39,194
69933,INC0016477,20,94
69934,INC0016477,64,94
69935,INC0016477,64,94
69936,INC0016478,70,33
69937,INC0016478,70,33
69938,INC0016479,70,73
69939,INC0016479,70,73
69940,INC0016479,70,73
69941,INC0016480,9,236
69942,INC0016480,9,236
69943,INC0016480,28,236
69944,INC0016480,28,236
69945,INC0016480,28,236
69946,INC0016480,28,236
69947,INC0016480,28,236
69948,INC0016480,28,236
69949,INC0016481,1,33
69950,INC0016481,39,1
69951,INC0016481,39,194
69952,INC0016481,39,194
69953,INC0016482,25,125
69954,INC0016482,25,125
69955,INC0016482,25,125
69956,INC0016483,70,194
69957,INC0016483,39,194
69958,INC0016483,70,194
69959,INC0016483,70,194
69960,INC0016483,39,194
69961,INC0016483,39,194
69962,INC0016483,39,194
69963,INC0016484,29,242
69964,INC0016484,29,242
69965,INC0016484,28,242
69966,INC0016484,28,242
69967,INC0016484,54,242
69968,INC0016484,54,242
69969,INC0016484,28,236
69970,INC0016484,28,236
69971,INC0016484,20,1
69972,INC0016484,20,1
69973,INC0016484,28,236
69974,INC0016484,28,236
69975,INC0016484,28,236
69976,INC0016484,20,1
69977,INC0016484,20,1
69978,INC0016484,26,1
69979,INC0016484,26,1
69980,INC0016484,26,1
69981,INC0016484,26,242
69982,INC0016484,26,242
69983,INC0016485,6,153
69984,INC0016485,57,153
69985,INC0016485,57,153
69986,INC0016485,57,153
69987,INC0016487,70,69
69988,INC0016487,73,69
69989,INC0016487,23,69
69990,INC0016487,23,69
69991,INC0016487,23,69
69992,INC0016487,23,69
69993,INC0016489,9,69
69994,INC0016489,9,69
69995,INC0016489,9,69
69996,INC0016489,9,69
69997,INC0016489,23,69
69998,INC0016489,23,69
69999,INC0016489,23,69
70000,INC0016489,23,69
70001,INC0016489,23,69
70002,INC0016489,23,69
70003,INC0016489,23,69
70004,INC0016489,23,69
70005,INC0016489,23,69
70006,INC0016490,9,69
70007,INC0016490,9,69
70008,INC0016490,23,69
70009,INC0016490,23,69
70010,INC0016491,75,1
70011,INC0016491,75,1
70012,INC0016491,75,1
70013,INC0016491,75,1
70014,INC0016491,75,230
70015,INC0016491,75,230
70016,INC0016491,75,230
70017,INC0016491,75,230
70018,INC0016491,75,230
70019,INC0016491,75,230
70020,INC0016492,70,1
70021,INC0016492,70,1
70022,INC0016492,70,23
70023,INC0016492,70,23
70024,INC0016493,25,227
70025,INC0016493,25,227
70026,INC0016493,25,227
70027,INC0016493,25,227
70028,INC0016493,25,227
70029,INC0016494,70,73
70030,INC0016494,70,73
70031,INC0016494,70,73
70032,INC0016494,39,1
70033,INC0016494,39,1
70034,INC0016494,39,194
70035,INC0016494,39,194
70036,INC0016496,9,69
70037,INC0016496,20,69
70038,INC0016496,20,69
70039,INC0016496,70,69
70040,INC0016496,9,69
70041,INC0016496,9,69
70042,INC0016496,25,69
70043,INC0016496,9,69
70044,INC0016496,9,57
70045,INC0016496,23,69
70046,INC0016496,23,69
70047,INC0016497,70,13
70048,INC0016497,70,13
70049,INC0016497,70,13
70050,INC0016498,70,31
70051,INC0016498,69,31
70052,INC0016498,69,31
70053,INC0016498,69,31
70054,INC0016498,70,31
70055,INC0016498,69,31
70056,INC0016498,20,31
70057,INC0016498,20,31
70058,INC0016498,23,31
70059,INC0016498,23,31
70060,INC0016498,23,31
70061,INC0016498,23,31
70062,INC0016500,70,1
70063,INC0016500,70,1
70064,INC0016500,70,23
70065,INC0016500,70,23
70066,INC0016501,74,1
70067,INC0016501,73,198
70068,INC0016501,54,1
70069,INC0016501,54,1
70070,INC0016501,73,198
70071,INC0016501,73,198
70072,INC0016501,73,198
70073,INC0016501,73,198
70074,INC0016502,1,200
70075,INC0016502,10,200
70076,INC0016502,10,200
70077,INC0016502,10,200
70078,INC0016503,24,120
70079,INC0016503,24,120
70080,INC0016503,24,120
70081,INC0016503,49,120
70082,INC0016503,49,120
70083,INC0016503,49,120
70084,INC0016503,49,120
70085,INC0016503,49,120
70086,INC0016504,70,73
70087,INC0016504,70,73
70088,INC0016504,70,73
70089,INC0016506,1,17
70090,INC0016506,1,17
70091,INC0016506,1,17
70092,INC0016507,20,57
70093,INC0016507,25,57
70094,INC0016507,25,57
70095,INC0016507,25,57
70096,INC0016507,25,57
70097,INC0016507,25,57
70098,INC0016507,25,57
70099,INC0016507,25,57
70100,INC0016508,70,1
70101,INC0016508,70,13
70102,INC0016508,70,13
70103,INC0016509,70,34
70104,INC0016509,27,34
70105,INC0016509,27,34
70106,INC0016509,27,34
70107,INC0016509,27,34
70108,INC0016509,27,34
70109,INC0016509,27,34
70110,INC0016509,27,34
70111,INC0016510,70,13
70112,INC0016510,1,13
70113,INC0016510,1,13
70114,INC0016510,1,13
70115,INC0016510,1,13
70116,INC0016510,1,13
70117,INC0016510,1,13
70118,INC0016511,37,153
70119,INC0016511,37,153
70120,INC0016511,37,153
70121,INC0016511,37,153
70122,INC0016511,37,153
70123,INC0016512,20,175
70124,INC0016512,66,175
70125,INC0016512,66,175
70126,INC0016512,66,175
70127,INC0016512,66,175
70128,INC0016513,70,1
70129,INC0016513,70,56
70130,INC0016513,70,56
70131,INC0016514,70,1
70132,INC0016514,70,13
70133,INC0016514,70,13
70134,INC0016515,20,137
70135,INC0016515,59,137
70136,INC0016515,59,137
70137,INC0016515,59,137
70138,INC0016517,24,253
70139,INC0016517,24,253
70140,INC0016518,24,253
70141,INC0016518,24,253
70142,INC0016519,70,69
70143,INC0016519,54,69
70144,INC0016519,54,69
70145,INC0016519,70,13
70146,INC0016519,1,13
70147,INC0016519,1,13
70148,INC0016519,1,13
70149,INC0016519,1,13
70150,INC0016519,1,13
70151,INC0016519,1,13
70152,INC0016519,23,69
70153,INC0016519,23,69
70154,INC0016519,23,69
70155,INC0016519,23,69
70156,INC0016519,23,69
70157,INC0016519,23,69
70158,INC0016520,70,13
70159,INC0016520,70,13
70160,INC0016520,70,13
70161,INC0016520,70,13
70162,INC0016522,70,56
70163,INC0016522,70,56
70164,INC0016522,70,56
70165,INC0016523,39,194
70166,INC0016523,39,194
70167,INC0016523,39,194
70168,INC0016524,39,194
70169,INC0016524,39,194
70170,INC0016524,39,194
70171,INC0016524,39,194
70172,INC0016524,39,194
70173,INC0016526,70,1
70174,INC0016526,70,186
70175,INC0016526,70,186
70176,INC0016526,70,186
70177,INC0016527,70,13
70178,INC0016527,70,13
70179,INC0016527,70,13
70180,INC0016528,27,111
70181,INC0016528,27,111
70182,INC0016528,20,93
70183,INC0016528,27,1
70184,INC0016528,27,1
70185,INC0016528,27,111
70186,INC0016528,27,111
70187,INC0016528,27,111
70188,INC0016530,70,1
70189,INC0016530,1,1
70190,INC0016530,1,1
70191,INC0016530,73,1
70192,INC0016530,1,1
70193,INC0016530,73,48
70194,INC0016530,73,1
70195,INC0016530,73,198
70196,INC0016530,73,198
70197,INC0016531,56,167
70198,INC0016531,20,1
70199,INC0016531,20,1
70200,INC0016531,56,169
70201,INC0016531,56,169
70202,INC0016534,29,1
70203,INC0016534,29,1
70204,INC0016534,70,1
70205,INC0016534,20,1
70206,INC0016534,29,1
70207,INC0016534,29,1
70208,INC0016534,70,1
70209,INC0016534,29,1
70210,INC0016534,29,1
70211,INC0016534,29,1
70212,INC0016534,29,1
70213,INC0016534,70,1
70214,INC0016534,70,126
70215,INC0016534,70,126
70216,INC0016536,49,120
70217,INC0016536,49,120
70218,INC0016536,49,120
70219,INC0016537,65,33
70220,INC0016537,70,33
70221,INC0016537,70,33
70222,INC0016537,70,33
70223,INC0016537,70,33
70224,INC0016538,70,1
70225,INC0016538,70,186
70226,INC0016538,70,186
70227,INC0016538,70,186
70228,INC0016539,1,13
70229,INC0016539,1,13
70230,INC0016539,1,13
70231,INC0016540,70,28
70232,INC0016540,70,28
70233,INC0016540,70,28
70234,INC0016541,70,126
70235,INC0016541,1,126
70236,INC0016541,1,126
70237,INC0016541,1,126
70238,INC0016541,1,126
70239,INC0016543,70,23
